victim_id,craft_uid,pair_name,target_class,base_class,target_idx,n_poison,watermark,seed_idx
D-fc-plane-frog-t1-n1-nowm-s0,D-fc-plane-frog-t1-n1-nowm,plane-frog,0,6,1,1,nowm,0
D-fc-plane-frog-t1-n1-nowm-s1,D-fc-plane-frog-t1-n1-nowm,plane-frog,0,6,1,1,nowm,1
D-fc-plane-frog-t1-n1-nowm-s2,D-fc-plane-frog-t1-n1-nowm,plane-frog,0,6,1,1,nowm,2
D-fc-plane-frog-t1-n5-wm-s0,D-fc-plane-frog-t1-n5-wm,plane-frog,0,6,1,5,wm,0
D-fc-plane-frog-t1-n5-wm-s1,D-fc-plane-frog-t1-n5-wm,plane-frog,0,6,1,5,wm,1
D-fc-plane-frog-t1-n5-wm-s2,D-fc-plane-frog-t1-n5-wm,plane-frog,0,6,1,5,wm,2
D-fc-plane-frog-t1-n5-nowm-s0,D-fc-plane-frog-t1-n5-nowm,plane-frog,0,6,1,5,nowm,0
D-fc-plane-frog-t1-n5-nowm-s1,D-fc-plane-frog-t1-n5-nowm,plane-frog,0,6,1,5,nowm,1
D-fc-plane-frog-t1-n5-nowm-s2,D-fc-plane-frog-t1-n5-nowm,plane-frog,0,6,1,5,nowm,2
D-fc-plane-frog-t1-n10-wm-s0,D-fc-plane-frog-t1-n10-wm,plane-frog,0,6,1,10,wm,0
D-fc-plane-frog-t1-n10-wm-s1,D-fc-plane-frog-t1-n10-wm,plane-frog,0,6,1,10,wm,1
D-fc-plane-frog-t1-n10-wm-s2,D-fc-plane-frog-t1-n10-wm,plane-frog,0,6,1,10,wm,2
D-fc-plane-frog-t1-n10-nowm-s0,D-fc-plane-frog-t1-n10-nowm,plane-frog,0,6,1,10,nowm,0
D-fc-plane-frog-t1-n10-nowm-s1,D-fc-plane-frog-t1-n10-nowm,plane-frog,0,6,1,10,nowm,1
D-fc-plane-frog-t1-n10-nowm-s2,D-fc-plane-frog-t1-n10-nowm,plane-frog,0,6,1,10,nowm,2
D-fc-plane-frog-t1-n25-wm-s0,D-fc-plane-frog-t1-n25-wm,plane-frog,0,6,1,25,wm,0
D-fc-plane-frog-t1-n25-wm-s1,D-fc-plane-frog-t1-n25-wm,plane-frog,0,6,1,25,wm,1
D-fc-plane-frog-t1-n25-wm-s2,D-fc-plane-frog-t1-n25-wm,plane-frog,0,6,1,25,wm,2
D-fc-plane-frog-t1-n25-nowm-s0,D-fc-plane-frog-t1-n25-nowm,plane-frog,0,6,1,25,nowm,0
D-fc-plane-frog-t1-n25-nowm-s1,D-fc-plane-frog-t1-n25-nowm,plane-frog,0,6,1,25,nowm,1
D-fc-plane-frog-t1-n25-nowm-s2,D-fc-plane-frog-t1-n25-nowm,plane-frog,0,6,1,25,nowm,2
D-fc-plane-frog-t1-n50-wm-s0,D-fc-plane-frog-t1-n50-wm,plane-frog,0,6,1,50,wm,0
D-fc-plane-frog-t1-n50-wm-s1,D-fc-plane-frog-t1-n50-wm,plane-frog,0,6,1,50,wm,1
D-fc-plane-frog-t1-n50-wm-s2,D-fc-plane-frog-t1-n50-wm,plane-frog,0,6,1,50,wm,2
D-fc-plane-frog-t1-n50-nowm-s0,D-fc-plane-frog-t1-n50-nowm,plane-frog,0,6,1,50,nowm,0
D-fc-plane-frog-t1-n50-nowm-s1,D-fc-plane-frog-t1-n50-nowm,plane-frog,0,6,1,50,nowm,1
D-fc-plane-frog-t1-n50-nowm-s2,D-fc-plane-frog-t1-n50-nowm,plane-frog,0,6,1,50,nowm,2
D-fc-plane-frog-t1-n100-wm-s0,D-fc-plane-frog-t1-n100-wm,plane-frog,0,6,1,100,wm,0
D-fc-plane-frog-t1-n100-wm-s1,D-fc-plane-frog-t1-n100-wm,plane-frog,0,6,1,100,wm,1
D-fc-plane-frog-t1-n100-wm-s2,D-fc-plane-frog-t1-n100-wm,plane-frog,0,6,1,100,wm,2
D-fc-plane-frog-t1-n100-nowm-s0,D-fc-plane-frog-t1-n100-nowm,plane-frog,0,6,1,100,nowm,0
D-fc-plane-frog-t1-n100-nowm-s1,D-fc-plane-frog-t1-n100-nowm,plane-frog,0,6,1,100,nowm,1
D-fc-plane-frog-t1-n100-nowm-s2,D-fc-plane-frog-t1-n100-nowm,plane-frog,0,6,1,100,nowm,2
D-fc-plane-frog-t2-n1-wm-s0,D-fc-plane-frog-t2-n1-wm,plane-frog,0,6,2,1,wm,0
D-fc-plane-frog-t2-n1-wm-s1,D-fc-plane-frog-t2-n1-wm,plane-frog,0,6,2,1,wm,1
D-fc-plane-frog-t2-n1-wm-s2,D-fc-plane-frog-t2-n1-wm,plane-frog,0,6,2,1,wm,2
D-fc-plane-frog-t2-n1-nowm-s0,D-fc-plane-frog-t2-n1-nowm,plane-frog,0,6,2,1,nowm,0
D-fc-plane-frog-t2-n1-nowm-s1,D-fc-plane-frog-t2-n1-nowm,plane-frog,0,6,2,1,nowm,1
D-fc-plane-frog-t2-n1-nowm-s2,D-fc-plane-frog-t2-n1-nowm,plane-frog,0,6,2,1,nowm,2
D-fc-plane-frog-t2-n5-wm-s0,D-fc-plane-frog-t2-n5-wm,plane-frog,0,6,2,5,wm,0
D-fc-plane-frog-t2-n5-wm-s1,D-fc-plane-frog-t2-n5-wm,plane-frog,0,6,2,5,wm,1
D-fc-plane-frog-t2-n5-wm-s2,D-fc-plane-frog-t2-n5-wm,plane-frog,0,6,2,5,wm,2
D-fc-plane-frog-t2-n5-nowm-s0,D-fc-plane-frog-t2-n5-nowm,plane-frog,0,6,2,5,nowm,0
D-fc-plane-frog-t2-n5-nowm-s1,D-fc-plane-frog-t2-n5-nowm,plane-frog,0,6,2,5,nowm,1
D-fc-plane-frog-t2-n5-nowm-s2,D-fc-plane-frog-t2-n5-nowm,plane-frog,0,6,2,5,nowm,2
D-fc-plane-frog-t2-n10-wm-s0,D-fc-plane-frog-t2-n10-wm,plane-frog,0,6,2,10,wm,0
D-fc-plane-frog-t2-n10-wm-s1,D-fc-plane-frog-t2-n10-wm,plane-frog,0,6,2,10,wm,1
D-fc-plane-frog-t2-n10-wm-s2,D-fc-plane-frog-t2-n10-wm,plane-frog,0,6,2,10,wm,2
D-fc-plane-frog-t2-n10-nowm-s0,D-fc-plane-frog-t2-n10-nowm,plane-frog,0,6,2,10,nowm,0
D-fc-plane-frog-t2-n10-nowm-s1,D-fc-plane-frog-t2-n10-nowm,plane-frog,0,6,2,10,nowm,1
D-fc-plane-frog-t2-n10-nowm-s2,D-fc-plane-frog-t2-n10-nowm,plane-frog,0,6,2,10,nowm,2
D-fc-plane-frog-t2-n25-wm-s0,D-fc-plane-frog-t2-n25-wm,plane-frog,0,6,2,25,wm,0
D-fc-plane-frog-t2-n25-wm-s1,D-fc-plane-frog-t2-n25-wm,plane-frog,0,6,2,25,wm,1
D-fc-plane-frog-t2-n25-wm-s2,D-fc-plane-frog-t2-n25-wm,plane-frog,0,6,2,25,wm,2
D-fc-plane-frog-t2-n25-nowm-s0,D-fc-plane-frog-t2-n25-nowm,plane-frog,0,6,2,25,nowm,0
D-fc-plane-frog-t2-n25-nowm-s1,D-fc-plane-frog-t2-n25-nowm,plane-frog,0,6,2,25,nowm,1
D-fc-plane-frog-t2-n25-nowm-s2,D-fc-plane-frog-t2-n25-nowm,plane-frog,0,6,2,25,nowm,2
D-fc-plane-frog-t2-n50-wm-s0,D-fc-plane-frog-t2-n50-wm,plane-frog,0,6,2,50,wm,0
D-fc-plane-frog-t2-n50-wm-s1,D-fc-plane-frog-t2-n50-wm,plane-frog,0,6,2,50,wm,1
D-fc-plane-frog-t2-n50-wm-s2,D-fc-plane-frog-t2-n50-wm,plane-frog,0,6,2,50,wm,2
D-fc-plane-frog-t2-n50-nowm-s0,D-fc-plane-frog-t2-n50-nowm,plane-frog,0,6,2,50,nowm,0
D-fc-plane-frog-t2-n50-nowm-s1,D-fc-plane-frog-t2-n50-nowm,plane-frog,0,6,2,50,nowm,1
D-fc-plane-frog-t2-n50-nowm-s2,D-fc-plane-frog-t2-n50-nowm,plane-frog,0,6,2,50,nowm,2
D-fc-plane-frog-t2-n100-wm-s0,D-fc-plane-frog-t2-n100-wm,plane-frog,0,6,2,100,wm,0
D-fc-plane-frog-t2-n100-wm-s1,D-fc-plane-frog-t2-n100-wm,plane-frog,0,6,2,100,wm,1
D-fc-plane-frog-t2-n100-wm-s2,D-fc-plane-frog-t2-n100-wm,plane-frog,0,6,2,100,wm,2
D-fc-plane-frog-t2-n100-nowm-s0,D-fc-plane-frog-t2-n100-nowm,plane-frog,0,6,2,100,nowm,0
D-fc-plane-frog-t2-n100-nowm-s1,D-fc-plane-frog-t2-n100-nowm,plane-frog,0,6,2,100,nowm,1
D-fc-plane-frog-t2-n100-nowm-s2,D-fc-plane-frog-t2-n100-nowm,plane-frog,0,6,2,100,nowm,2
D-fc-plane-frog-t3-n1-wm-s0,D-fc-plane-frog-t3-n1-wm,plane-frog,0,6,3,1,wm,0
D-fc-plane-frog-t3-n1-wm-s1,D-fc-plane-frog-t3-n1-wm,plane-frog,0,6,3,1,wm,1
D-fc-plane-frog-t3-n1-wm-s2,D-fc-plane-frog-t3-n1-wm,plane-frog,0,6,3,1,wm,2
D-fc-plane-frog-t3-n1-nowm-s0,D-fc-plane-frog-t3-n1-nowm,plane-frog,0,6,3,1,nowm,0
D-fc-plane-frog-t3-n1-nowm-s1,D-fc-plane-frog-t3-n1-nowm,plane-frog,0,6,3,1,nowm,1
D-fc-plane-frog-t3-n1-nowm-s2,D-fc-plane-frog-t3-n1-nowm,plane-frog,0,6,3,1,nowm,2
D-fc-plane-frog-t3-n5-wm-s0,D-fc-plane-frog-t3-n5-wm,plane-frog,0,6,3,5,wm,0
D-fc-plane-frog-t3-n5-wm-s1,D-fc-plane-frog-t3-n5-wm,plane-frog,0,6,3,5,wm,1
D-fc-plane-frog-t3-n5-wm-s2,D-fc-plane-frog-t3-n5-wm,plane-frog,0,6,3,5,wm,2
D-fc-plane-frog-t3-n5-nowm-s0,D-fc-plane-frog-t3-n5-nowm,plane-frog,0,6,3,5,nowm,0
D-fc-plane-frog-t3-n5-nowm-s1,D-fc-plane-frog-t3-n5-nowm,plane-frog,0,6,3,5,nowm,1
D-fc-plane-frog-t3-n5-nowm-s2,D-fc-plane-frog-t3-n5-nowm,plane-frog,0,6,3,5,nowm,2
D-fc-plane-frog-t3-n10-wm-s0,D-fc-plane-frog-t3-n10-wm,plane-frog,0,6,3,10,wm,0
D-fc-plane-frog-t3-n10-wm-s1,D-fc-plane-frog-t3-n10-wm,plane-frog,0,6,3,10,wm,1
D-fc-plane-frog-t3-n10-wm-s2,D-fc-plane-frog-t3-n10-wm,plane-frog,0,6,3,10,wm,2
D-fc-plane-frog-t3-n10-nowm-s0,D-fc-plane-frog-t3-n10-nowm,plane-frog,0,6,3,10,nowm,0
D-fc-plane-frog-t3-n10-nowm-s1,D-fc-plane-frog-t3-n10-nowm,plane-frog,0,6,3,10,nowm,1
D-fc-plane-frog-t3-n10-nowm-s2,D-fc-plane-frog-t3-n10-nowm,plane-frog,0,6,3,10,nowm,2
D-fc-plane-frog-t3-n25-wm-s0,D-fc-plane-frog-t3-n25-wm,plane-frog,0,6,3,25,wm,0
D-fc-plane-frog-t3-n25-wm-s1,D-fc-plane-frog-t3-n25-wm,plane-frog,0,6,3,25,wm,1
D-fc-plane-frog-t3-n25-wm-s2,D-fc-plane-frog-t3-n25-wm,plane-frog,0,6,3,25,wm,2
D-fc-plane-frog-t3-n25-nowm-s0,D-fc-plane-frog-t3-n25-nowm,plane-frog,0,6,3,25,nowm,0
D-fc-plane-frog-t3-n25-nowm-s1,D-fc-plane-frog-t3-n25-nowm,plane-frog,0,6,3,25,nowm,1
D-fc-plane-frog-t3-n25-nowm-s2,D-fc-plane-frog-t3-n25-nowm,plane-frog,0,6,3,25,nowm,2
D-fc-plane-frog-t3-n50-wm-s0,D-fc-plane-frog-t3-n50-wm,plane-frog,0,6,3,50,wm,0
D-fc-plane-frog-t3-n50-wm-s1,D-fc-plane-frog-t3-n50-wm,plane-frog,0,6,3,50,wm,1
D-fc-plane-frog-t3-n50-wm-s2,D-fc-plane-frog-t3-n50-wm,plane-frog,0,6,3,50,wm,2
D-fc-plane-frog-t3-n50-nowm-s0,D-fc-plane-frog-t3-n50-nowm,plane-frog,0,6,3,50,nowm,0
D-fc-plane-frog-t3-n50-nowm-s1,D-fc-plane-frog-t3-n50-nowm,plane-frog,0,6,3,50,nowm,1
D-fc-plane-frog-t3-n50-nowm-s2,D-fc-plane-frog-t3-n50-nowm,plane-frog,0,6,3,50,nowm,2
D-fc-plane-frog-t3-n100-wm-s0,D-fc-plane-frog-t3-n100-wm,plane-frog,0,6,3,100,wm,0
D-fc-plane-frog-t3-n100-wm-s1,D-fc-plane-frog-t3-n100-wm,plane-frog,0,6,3,100,wm,1
D-fc-plane-frog-t3-n100-wm-s2,D-fc-plane-frog-t3-n100-wm,plane-frog,0,6,3,100,wm,2
D-fc-plane-frog-t3-n100-nowm-s0,D-fc-plane-frog-t3-n100-nowm,plane-frog,0,6,3,100,nowm,0
D-fc-plane-frog-t3-n100-nowm-s1,D-fc-plane-frog-t3-n100-nowm,plane-frog,0,6,3,100,nowm,1
D-fc-plane-frog-t3-n100-nowm-s2,D-fc-plane-frog-t3-n100-nowm,plane-frog,0,6,3,100,nowm,2
D-fc-plane-frog-t4-n1-wm-s0,D-fc-plane-frog-t4-n1-wm,plane-frog,0,6,4,1,wm,0
D-fc-plane-frog-t4-n1-wm-s1,D-fc-plane-frog-t4-n1-wm,plane-frog,0,6,4,1,wm,1
D-fc-plane-frog-t4-n1-wm-s2,D-fc-plane-frog-t4-n1-wm,plane-frog,0,6,4,1,wm,2
D-fc-plane-frog-t4-n1-nowm-s0,D-fc-plane-frog-t4-n1-nowm,plane-frog,0,6,4,1,nowm,0
D-fc-plane-frog-t4-n1-nowm-s1,D-fc-plane-frog-t4-n1-nowm,plane-frog,0,6,4,1,nowm,1
D-fc-plane-frog-t4-n1-nowm-s2,D-fc-plane-frog-t4-n1-nowm,plane-frog,0,6,4,1,nowm,2
D-fc-plane-frog-t4-n5-wm-s0,D-fc-plane-frog-t4-n5-wm,plane-frog,0,6,4,5,wm,0
D-fc-plane-frog-t4-n5-wm-s1,D-fc-plane-frog-t4-n5-wm,plane-frog,0,6,4,5,wm,1
D-fc-plane-frog-t4-n5-wm-s2,D-fc-plane-frog-t4-n5-wm,plane-frog,0,6,4,5,wm,2
D-fc-plane-frog-t4-n5-nowm-s0,D-fc-plane-frog-t4-n5-nowm,plane-frog,0,6,4,5,nowm,0
D-fc-plane-frog-t4-n5-nowm-s1,D-fc-plane-frog-t4-n5-nowm,plane-frog,0,6,4,5,nowm,1
D-fc-plane-frog-t4-n5-nowm-s2,D-fc-plane-frog-t4-n5-nowm,plane-frog,0,6,4,5,nowm,2
D-fc-plane-frog-t4-n10-wm-s0,D-fc-plane-frog-t4-n10-wm,plane-frog,0,6,4,10,wm,0
D-fc-plane-frog-t4-n10-wm-s1,D-fc-plane-frog-t4-n10-wm,plane-frog,0,6,4,10,wm,1
D-fc-plane-frog-t4-n10-wm-s2,D-fc-plane-frog-t4-n10-wm,plane-frog,0,6,4,10,wm,2
D-fc-plane-frog-t4-n10-nowm-s0,D-fc-plane-frog-t4-n10-nowm,plane-frog,0,6,4,10,nowm,0
D-fc-plane-frog-t4-n10-nowm-s1,D-fc-plane-frog-t4-n10-nowm,plane-frog,0,6,4,10,nowm,1
D-fc-plane-frog-t4-n10-nowm-s2,D-fc-plane-frog-t4-n10-nowm,plane-frog,0,6,4,10,nowm,2
D-fc-plane-frog-t4-n25-wm-s0,D-fc-plane-frog-t4-n25-wm,plane-frog,0,6,4,25,wm,0
D-fc-plane-frog-t4-n25-wm-s1,D-fc-plane-frog-t4-n25-wm,plane-frog,0,6,4,25,wm,1
D-fc-plane-frog-t4-n25-wm-s2,D-fc-plane-frog-t4-n25-wm,plane-frog,0,6,4,25,wm,2
D-fc-plane-frog-t4-n25-nowm-s0,D-fc-plane-frog-t4-n25-nowm,plane-frog,0,6,4,25,nowm,0
D-fc-plane-frog-t4-n25-nowm-s1,D-fc-plane-frog-t4-n25-nowm,plane-frog,0,6,4,25,nowm,1
D-fc-plane-frog-t4-n25-nowm-s2,D-fc-plane-frog-t4-n25-nowm,plane-frog,0,6,4,25,nowm,2
D-fc-plane-frog-t4-n50-wm-s0,D-fc-plane-frog-t4-n50-wm,plane-frog,0,6,4,50,wm,0
D-fc-plane-frog-t4-n50-wm-s1,D-fc-plane-frog-t4-n50-wm,plane-frog,0,6,4,50,wm,1
D-fc-plane-frog-t4-n50-wm-s2,D-fc-plane-frog-t4-n50-wm,plane-frog,0,6,4,50,wm,2
D-fc-plane-frog-t4-n50-nowm-s0,D-fc-plane-frog-t4-n50-nowm,plane-frog,0,6,4,50,nowm,0
D-fc-plane-frog-t4-n50-nowm-s1,D-fc-plane-frog-t4-n50-nowm,plane-frog,0,6,4,50,nowm,1
D-fc-plane-frog-t4-n50-nowm-s2,D-fc-plane-frog-t4-n50-nowm,plane-frog,0,6,4,50,nowm,2
D-fc-plane-frog-t4-n100-wm-s0,D-fc-plane-frog-t4-n100-wm,plane-frog,0,6,4,100,wm,0
D-fc-plane-frog-t4-n100-wm-s1,D-fc-plane-frog-t4-n100-wm,plane-frog,0,6,4,100,wm,1
D-fc-plane-frog-t4-n100-wm-s2,D-fc-plane-frog-t4-n100-wm,plane-frog,0,6,4,100,wm,2
D-fc-plane-frog-t4-n100-nowm-s0,D-fc-plane-frog-t4-n100-nowm,plane-frog,0,6,4,100,nowm,0
D-fc-plane-frog-t4-n100-nowm-s1,D-fc-plane-frog-t4-n100-nowm,plane-frog,0,6,4,100,nowm,1
D-fc-plane-frog-t4-n100-nowm-s2,D-fc-plane-frog-t4-n100-nowm,plane-frog,0,6,4,100,nowm,2
